"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
28,15,38,44,8,30,40,15,0,0,0,1,0,0,0,0
49,12,26,45,6,5,3,21,0,0,1,0,0,1,1,1
18,12,44,33,16,44,4,20,1,0,1,0,0,1,0,0
40,5,26,9,50,8,50,18,0,1,1,0,0,0,0,1
50,45,12,12,9,20,33,15,0,0,0,0,0,0,0,0
35,48,35,19,26,26,49,3,0,0,0,0,1,1,0,1
34,31,6,41,29,41,14,6,0,0,0,0,0,0,0,0
6,9,2,3,47,12,15,4,0,0,0,1,0,0,0,0
46,50,50,38,8,24,22,19,0,0,0,0,0,0,0,0
33,24,24,9,7,28,31,24,0,0,0,0,0,0,0,0
16,30,23,37,33,25,41,34,0,0,1,0,0,0,0,0
20,3,13,42,42,25,44,31,0,1,0,1,1,0,1,0
19,18,19,42,48,26,14,23,0,1,0,1,0,1,0,1
5,3,15,23,24,13,10,21,1,1,0,1,0,0,0,1
38,12,47,12,34,48,18,35,0,0,0,0,0,0,1,0
43,21,17,39,11,29,4,35,0,1,0,0,1,0,0,0
41,45,34,46,34,29,37,1,0,0,0,0,0,0,0,0
19,49,32,22,16,3,41,26,0,0,0,0,0,1,0,1
31,33,19,47,26,3,48,25,0,0,0,0,1,1,0,0
44,5,40,12,23,48,3,40,1,1,0,0,1,0,1,0
11,16,45,1,29,5,25,21,1,0,0,0,0,1,0,1
17,48,32,8,9,8,9,32,0,0,0,0,0,0,0,0
43,24,35,45,49,29,2,22,0,0,0,0,0,0,0,0
3,14,37,12,19,33,46,28,1,0,0,0,0,0,0,0
36,11,11,13,46,4,34,12,0,1,1,0,0,0,0,0
12,45,48,12,12,44,27,2,0,0,0,0,0,1,0,0
45,44,29,35,1,24,37,8,0,1,0,0,0,0,0,0
44,1,17,8,24,45,2,1,1,0,0,0,0,0,0,0
5,8,35,18,24,37,24,3,1,0,0,1,0,0,0,1
43,26,45,35,25,45,47,32,0,1,0,0,0,0,0,0
14,4,37,20,45,7,33,18,0,0,0,0,0,0,0,1
37,47,30,36,49,23,22,41,0,0,0,0,0,1,0,0
16,18,5,32,49,29,44,27,0,1,1,0,0,0,1,0
1,18,14,6,37,33,26,31,0,1,0,0,0,0,1,0
11,30,45,50,10,2,21,26,1,0,0,0,0,0,1,1
45,2,3,19,45,9,10,13,0,0,1,0,0,0,0,0
43,23,26,38,24,15,31,21,0,1,1,0,0,0,0,1
19,3,3,25,45,26,10,26,0,1,1,0,0,1,0,1
1,16,46,2,11,20,37,9,0,0,0,0,1,0,0,0
27,32,17,48,37,30,8,22,0,0,0,0,0,0,0,0
44,36,41,42,7,4,11,11,1,0,0,1,0,0,1,1
21,48,34,28,14,40,45,29,1,0,0,0,0,0,0,0
47,26,44,43,44,7,27,49,0,1,1,0,1,0,0,0
24,31,19,47,23,38,10,49,0,0,0,0,1,0,0,0
9,26,13,20,24,33,10,21,0,1,0,0,0,0,0,1
22,22,24,47,26,48,48,22,0,0,0,0,1,0,0,0
12,30,14,44,8,20,18,25,0,0,0,1,0,0,1,0
40,15,37,2,36,21,13,15,0,0,0,0,0,1,0,0
9,35,4,39,26,8,15,47,0,0,0,0,1,0,0,0
4,46,17,50,3,30,14,11,0,0,0,0,1,0,0,1
25,18,24,18,25,26,38,8,0,1,0,1,0,1,0,0
42,10,30,29,1,7,32,30,1,0,0,0,0,0,0,0
9,36,31,18,43,12,10,23,0,0,0,1,0,0,0,1
20,2,26,34,21,8,34,41,0,0,1,0,1,0,0,0
23,6,22,10,3,29,39,23,1,0,0,0,1,0,0,1
33,14,19,43,17,41,50,39,0,0,0,0,0,0,0,0
8,31,50,50,16,10,20,28,0,0,0,0,0,0,0,0
32,38,21,18,18,4,39,34,0,0,1,1,1,0,0,0
35,34,24,18,50,12,6,9,0,0,0,1,0,0,0,0
12,40,42,16,2,44,17,47,0,0,1,0,0,1,0,0
28,11,27,1,7,9,16,10,0,1,0,0,0,0,0,0
1,35,15,8,46,7,46,3,0,0,0,0,0,0,0,1
26,37,14,7,39,10,43,30,1,0,0,0,0,0,0,0
28,15,19,49,8,13,31,19,0,0,0,0,0,0,0,0
33,34,7,34,2,24,32,17,0,0,0,0,0,0,0,0
40,33,32,39,19,38,11,27,0,0,0,0,0,0,1,0
23,33,46,37,1,50,44,25,1,0,0,0,0,0,1,0
26,12,25,41,27,46,27,30,1,0,0,0,0,0,0,0
24,43,30,24,25,21,24,41,0,0,0,0,0,1,0,0
36,44,4,28,31,23,4,46,0,1,0,0,0,1,0,0
19,39,10,47,50,19,13,44,0,0,0,0,0,0,0,1
36,17,40,48,27,46,47,44,0,0,0,0,0,0,0,1
47,4,17,21,31,14,35,47,0,0,0,1,0,0,0,0
37,42,29,25,14,35,16,9,0,1,0,0,0,0,0,0
21,30,23,44,48,20,33,44,1,0,1,1,0,0,0,1
30,23,37,46,48,3,24,8,0,1,0,0,0,1,0,0
40,9,31,37,26,8,9,26,0,0,0,0,1,0,0,1
50,38,25,11,44,2,28,6,0,0,0,1,1,0,0,0
43,42,36,11,2,4,42,46,0,1,0,1,0,0,1,0
25,37,42,11,2,29,7,43,0,0,1,1,0,0,0,0
18,23,31,43,36,11,48,3,1,1,0,0,0,1,0,1
38,31,47,9,13,30,46,15,0,0,0,0,0,0,0,0
7,17,8,35,49,33,17,11,0,0,0,0,0,0,0,1
46,47,43,37,35,16,26,46,0,0,0,0,0,0,1,0
29,38,44,21,38,1,18,17,0,0,1,1,0,0,1,0
39,23,43,19,6,26,3,5,0,1,0,0,0,1,1,1
39,27,43,20,13,43,41,14,0,0,0,0,0,0,0,0
44,9,28,34,8,6,46,34,1,0,0,0,0,0,0,0
18,4,7,27,7,10,34,23,1,0,0,0,0,0,0,1
7,17,39,14,2,38,22,23,0,0,0,0,0,0,0,1
47,45,17,40,1,36,20,49,0,0,0,0,0,0,0,0
31,15,11,17,44,30,4,33,0,0,1,0,1,0,0,0
39,10,18,36,28,24,13,38,0,0,1,0,0,0,0,0
34,43,16,50,48,9,37,5,0,0,0,0,0,0,0,1
32,13,33,31,26,49,11,21,0,0,0,0,1,0,1,1
47,31,16,43,18,36,37,19,0,0,0,0,1,0,0,0
46,18,6,42,45,28,12,19,0,1,0,1,0,0,0,0
39,34,28,29,32,29,16,4,0,0,0,0,0,0,0,0
42,6,47,26,45,19,41,47,1,0,0,1,0,0,0,0
6,4,25,44,36,45,49,31,0,0,0,1,0,0,0,0
27,24,48,27,36,11,40,14,0,0,0,0,0,1,0,0
25,4,39,13,11,24,18,3,0,0,0,0,1,0,1,1
4,37,39,8,2,3,16,23,0,0,0,0,0,1,0,1
24,14,33,34,1,45,2,9,0,0,0,0,0,0,0,0
13,2,38,21,29,47,6,33,0,0,0,1,0,0,0,0
46,44,3,8,41,2,16,3,0,1,1,0,0,0,0,1
50,46,22,22,43,37,35,26,0,0,0,0,0,0,0,1
21,28,19,17,10,34,4,9,1,0,0,0,0,0,0,0
7,8,28,10,2,33,38,5,0,0,0,0,0,0,0,1
8,34,22,5,19,28,8,28,0,0,0,1,0,0,0,0
34,43,25,15,17,24,11,11,0,0,0,0,0,0,1,1
44,30,29,18,7,30,42,16,1,0,0,1,0,0,1,0
21,23,41,27,35,32,9,12,1,1,0,0,0,0,0,0
17,35,25,41,44,15,18,40,0,0,0,0,1,0,1,0
35,17,32,14,12,10,3,34,0,0,0,0,0,0,1,0
37,20,5,2,10,8,47,50,0,0,1,0,0,0,0,0
16,41,36,15,15,1,14,9,0,0,0,0,0,0,0,0
47,36,36,14,24,31,11,37,0,0,0,0,0,0,1,0
40,14,23,22,30,5,21,32,0,0,1,0,0,1,1,0
3,15,34,48,35,18,49,34,1,0,0,0,0,1,0,0
19,12,12,48,37,28,33,1,0,0,0,0,0,0,0,0
43,5,4,13,15,8,48,8,0,1,0,0,0,0,0,0
46,19,1,47,1,36,35,36,0,0,0,0,0,0,0,0
37,17,5,10,24,19,31,7,0,0,1,0,0,0,0,0
17,13,45,49,5,25,19,11,0,0,0,0,1,0,0,1
13,7,5,50,12,50,25,18,0,0,1,0,0,0,0,1
28,33,18,12,30,50,10,40,0,0,1,0,0,0,0,0
2,6,20,26,28,7,7,20,0,0,0,1,0,0,0,0
41,14,14,21,35,17,18,22,0,0,0,1,0,0,1,0
1,47,29,43,48,28,21,43,0,0,0,0,0,0,1,0
27,22,23,22,3,26,44,17,0,0,1,0,1,1,1,0
8,5,18,29,5,15,37,13,0,1,1,0,1,0,0,0
3,28,9,6,30,19,24,34,1,0,0,0,0,0,0,0
23,50,3,4,15,28,46,30,1,0,1,0,0,0,0,0
47,48,14,47,15,43,18,50,0,0,0,0,0,0,1,0
3,25,24,10,32,19,20,25,1,0,0,0,0,0,0,0
26,16,46,14,10,32,45,23,1,0,0,0,0,0,0,1
18,3,5,34,11,40,8,28,1,1,1,0,1,0,0,0
6,25,20,35,34,50,11,30,0,0,0,0,0,0,1,0
33,43,14,50,19,10,18,6,0,0,0,0,0,0,1,0
31,29,38,8,27,11,39,34,0,0,0,0,0,1,0,0
16,21,43,46,4,49,5,16,0,1,0,0,0,0,1,0
1,22,29,38,25,20,14,45,0,0,0,0,0,0,0,0
42,48,36,19,2,11,31,16,1,0,0,0,0,1,0,0
34,50,35,12,12,18,49,11,0,0,0,0,0,1,0,1
46,23,38,35,46,26,20,36,0,1,0,0,0,1,0,0
31,49,35,46,31,15,8,45,0,0,0,0,0,0,0,0
42,1,39,32,21,45,4,41,1,0,0,0,1,0,0,0
19,43,50,3,5,33,29,10,0,0,0,1,1,0,0,0
26,2,21,16,2,14,42,42,1,0,1,0,0,0,1,1
5,31,17,38,21,10,11,14,1,0,0,0,1,0,1,0
23,15,26,5,36,9,23,17,1,0,1,1,0,0,1,0
13,43,32,31,13,47,4,36,0,0,0,0,0,0,0,0
21,15,43,26,28,32,43,12,1,0,0,1,0,0,0,0
11,15,41,41,46,46,26,15,1,0,0,0,0,0,1,0
49,12,36,18,6,17,22,43,0,0,0,1,0,0,0,0
39,35,43,47,13,29,41,23,0,0,0,0,0,0,0,1
33,20,36,46,30,2,40,14,0,0,0,0,0,0,0,0
11,28,31,25,50,46,8,9,1,0,0,0,0,0,0,0
26,15,45,29,42,30,50,26,1,0,0,0,1,0,0,1
24,8,26,22,26,12,9,9,0,0,1,0,1,0,0,0
14,45,31,43,30,27,48,34,0,0,0,0,0,0,0,0
6,24,39,11,21,7,25,9,0,0,0,1,1,0,0,0
50,7,48,24,43,38,43,50,0,0,0,0,0,0,0,0
14,13,48,16,14,35,48,39,0,0,0,0,0,0,0,0
41,8,48,21,42,39,4,11,0,0,0,1,1,0,0,1
3,35,24,18,39,12,16,33,1,0,0,1,0,0,0,0
16,20,14,36,13,36,50,13,0,0,0,0,0,0,0,0
28,48,5,29,49,11,19,36,0,0,1,0,0,1,0,0
43,5,21,6,24,5,22,10,0,1,1,0,0,1,0,0
15,7,41,6,10,20,31,31,0,0,0,0,0,0,0,0
17,8,47,27,13,37,34,44,0,0,0,0,0,0,0,1
34,2,13,45,35,31,10,9,0,0,0,0,0,0,0,0
23,49,40,26,10,44,16,40,1,0,0,1,0,1,0,0
34,4,26,23,1,11,29,35,0,0,1,1,0,1,0,0
25,34,16,7,49,34,34,41,0,0,0,0,0,0,0,0
49,6,23,30,22,30,15,10,0,0,1,0,0,0,0,0
10,6,2,24,20,8,3,16,0,0,0,0,0,0,1,0
34,1,18,12,5,15,5,8,0,0,1,0,1,0,1,0
4,18,42,20,50,39,47,33,0,1,1,0,0,0,0,0
39,49,46,7,33,4,23,33,0,0,0,0,0,0,1,0
45,36,17,29,30,46,9,11,0,0,0,0,0,0,0,1
13,23,41,47,28,48,50,12,0,1,0,0,0,0,0,0
1,37,14,1,19,50,20,46,0,0,0,0,0,0,0,0
44,37,31,6,20,36,42,50,1,0,0,0,0,0,1,0
49,26,7,50,5,41,50,31,0,1,0,0,1,0,0,0
15,37,32,46,13,2,33,37,0,0,0,0,0,0,0,0
23,21,34,9,16,37,2,24,1,1,0,0,0,0,0,0
27,15,5,15,33,50,42,47,0,0,1,0,0,0,1,0
35,42,29,8,46,47,40,17,0,1,0,0,0,0,0,0
44,14,15,32,12,9,41,35,1,0,0,0,0,0,0,0
38,31,9,36,44,50,49,42,0,0,0,0,1,0,0,1
20,48,6,13,13,35,17,30,0,0,0,0,0,0,0,0
31,18,38,1,47,46,45,27,0,1,0,0,0,0,0,0
8,44,13,30,15,20,5,37,0,1,0,0,0,0,1,0
37,28,42,19,14,21,50,45,0,0,1,0,0,1,0,0
32,9,16,41,10,10,20,27,0,0,0,0,0,0,0,0
41,14,21,26,2,34,30,19,0,0,1,1,0,0,0,0
36,24,31,32,22,41,4,1,0,0,0,0,0,0,0,0
15,41,20,15,15,19,12,50,0,0,0,0,0,0,0,0
36,50,38,26,13,3,50,23,0,0,0,1,0,1,0,1
10,3,8,29,15,14,15,46,0,1,0,0,0,0,0,0
38,34,46,35,39,17,23,1,0,0,0,0,0,0,1,0
47,46,45,43,40,25,45,13,0,0,0,0,0,0,0,0
42,25,16,12,11,38,28,48,1,0,0,0,1,0,0,0
35,6,11,27,46,16,19,14,0,0,1,0,0,0,0,0
11,12,39,3,27,47,31,2,1,0,0,1,0,0,0,0
46,48,32,26,17,16,9,13,0,0,0,1,0,0,0,0
41,38,5,1,17,11,3,33,0,0,1,0,0,1,1,0
36,38,21,35,13,14,24,33,0,0,1,0,0,0,0,0
15,47,10,15,7,5,38,14,0,0,0,0,0,1,0,0
42,23,46,43,44,26,27,14,1,1,0,0,1,1,0,0
42,44,19,26,9,15,3,41,1,1,0,1,0,0,1,0
38,49,2,38,36,32,6,11,0,0,0,0,0,0,0,1
21,7,25,32,40,16,8,47,1,0,0,0,0,0,0,0
42,45,40,41,15,28,14,7,1,0,0,0,0,0,0,0
36,22,45,30,2,40,9,15,0,0,0,0,0,0,0,0
45,36,24,19,23,37,24,4,0,0,0,0,1,0,0,0
28,37,33,24,36,12,32,14,0,0,0,0,0,0,0,0
40,19,6,33,39,30,50,42,0,0,0,0,0,0,0,1
6,1,22,49,47,12,31,36,0,0,0,0,0,0,0,0
28,21,25,31,13,15,37,13,0,1,0,0,0,0,0,0
50,12,11,10,11,16,35,36,0,0,1,0,1,0,0,0
50,22,45,31,10,17,8,1,0,0,0,0,0,0,0,0
2,46,39,32,9,39,4,32,0,0,0,0,0,0,0,0
8,11,31,21,22,50,2,45,0,1,0,1,0,0,0,0
22,32,26,9,41,30,11,5,0,0,1,0,0,0,1,1
20,41,44,23,29,50,33,39,0,0,1,1,0,0,0,0
43,27,45,18,8,12,29,8,0,0,0,1,0,0,0,0
27,11,4,47,1,14,28,29,0,1,0,0,0,0,0,0
10,5,10,14,37,28,2,42,0,1,0,0,0,0,0,1
26,9,9,14,28,13,34,45,1,0,0,0,0,0,0,0
31,9,47,35,30,26,29,24,0,0,0,0,0,1,0,0
40,46,16,32,22,28,30,36,0,0,0,0,0,0,0,0
33,15,25,8,10,29,3,23,0,0,0,0,0,0,1,1
48,8,34,41,15,4,46,6,0,0,0,0,0,0,0,0
49,40,6,19,38,15,7,16,0,0,0,0,0,0,0,0
8,14,42,44,31,50,15,16,0,0,1,1,0,0,0,0
32,31,11,14,36,36,20,13,0,0,1,0,0,0,0,0
12,16,48,35,9,1,34,48,0,0,0,0,0,0,0,0
37,7,8,33,16,28,17,1,0,0,0,0,0,0,0,0
16,24,43,18,13,36,49,8,0,0,0,1,0,0,0,0
42,27,7,19,8,4,30,24,1,0,0,0,0,0,0,0
46,2,14,26,43,6,38,32,0,0,0,1,0,0,0,0
9,24,6,43,41,43,25,8,0,0,0,0,0,0,0,0
1,39,36,35,37,38,46,46,0,0,0,0,0,0,0,0
5,10,3,35,39,49,25,22,1,0,1,0,0,0,0,0
24,29,33,47,32,50,12,50,0,0,0,0,0,0,0,0
28,46,24,28,32,46,48,28,0,0,0,0,0,0,0,0
11,26,15,21,21,46,26,40,1,1,0,1,1,0,1,0
41,6,11,2,45,5,7,42,0,0,1,0,0,1,0,1
49,39,8,23,8,5,43,38,0,0,0,1,0,1,0,0
48,33,2,17,37,37,29,25,0,0,0,0,0,0,0,0
3,42,33,37,7,2,42,29,1,1,0,0,0,0,1,0
46,3,1,21,8,16,20,8,0,1,0,1,0,0,0,0
29,20,5,14,26,41,25,28,0,0,1,0,1,0,0,0
33,27,31,13,2,34,27,31,0,0,0,0,0,0,0,0
15,32,13,42,23,22,37,26,0,0,0,1,1,0,0,1
12,21,15,31,46,21,6,22,0,1,0,0,0,1,0,0
48,7,36,16,18,21,19,49,0,0,0,0,1,1,0,0
39,44,43,25,30,39,45,21,0,1,0,0,0,0,0,1
21,32,27,45,26,47,46,35,1,0,0,0,1,0,0,0
36,12,42,23,39,6,21,24,0,0,1,1,0,0,1,0
27,42,24,17,33,22,9,47,0,1,0,0,0,0,0,0
35,26,42,47,18,13,3,17,0,1,1,0,1,0,1,0
41,47,38,36,30,28,39,24,0,0,0,0,0,0,0,0
5,32,21,43,12,38,1,45,1,0,1,0,0,0,0,0
38,1,42,47,44,25,4,13,0,0,1,0,1,0,0,0
38,15,2,2,40,45,16,48,0,0,0,0,0,0,0,0
17,7,24,4,43,6,29,43,0,0,0,0,0,0,0,0
32,25,6,18,23,14,35,34,0,0,0,1,1,0,0,0
38,28,26,23,32,15,47,36,0,0,1,1,0,0,0,0
31,20,20,13,9,13,34,36,0,0,0,0,0,0,0,0
41,41,12,44,10,5,41,24,0,0,0,1,0,1,0,0
32,19,23,18,50,16,39,13,0,0,1,1,0,0,0,0
28,45,50,50,28,31,21,45,0,0,0,0,0,0,1,0
16,26,25,13,15,31,1,30,0,1,0,0,0,0,0,0
37,50,45,12,11,17,11,31,0,0,0,0,1,0,1,0
20,5,48,1,16,36,21,49,0,1,0,0,0,0,1,0
29,5,50,15,20,15,38,15,0,1,0,0,0,0,0,0
21,1,45,35,24,44,47,30,1,0,0,0,0,1,0,0
39,26,41,24,32,43,32,30,0,1,0,0,0,0,0,0
34,8,42,38,32,50,8,34,0,0,1,0,0,0,0,0
26,28,26,9,6,4,40,34,1,0,1,0,0,0,0,0
27,38,6,26,13,33,44,3,0,0,0,1,0,0,1,1
19,13,10,22,37,41,30,47,0,0,0,0,0,0,0,0
9,26,50,20,10,5,23,36,0,1,0,0,0,1,1,0
36,1,6,8,26,43,20,28,0,0,0,0,1,0,0,0
26,11,32,21,17,38,20,24,1,1,0,1,0,0,0,0
4,19,49,8,32,32,32,13,0,0,0,0,0,0,0,0
32,7,41,34,32,27,19,9,0,0,0,0,0,0,0,0
2,26,23,23,42,8,23,12,0,1,1,1,1,0,1,0
21,37,14,15,39,45,30,41,1,0,0,0,0,0,0,0
42,36,4,2,26,37,26,19,1,0,0,0,1,0,1,0
39,28,48,9,38,38,14,17,0,0,0,0,0,0,0,0
43,38,17,50,17,3,30,23,0,0,0,0,0,1,0,1
7,26,46,43,3,9,40,8,0,1,0,0,1,0,0,0
46,34,44,14,26,45,25,28,0,0,1,0,1,0,0,0
20,3,37,37,11,24,38,28,0,1,0,0,1,0,0,0
26,20,34,29,9,11,19,11,1,0,0,0,0,1,0,1
37,36,2,29,22,50,6,10,0,0,0,0,0,0,0,0
44,45,46,47,38,35,34,1,1,0,0,0,0,0,0,0
19,22,35,45,49,25,36,5,0,0,0,0,0,0,0,1
14,6,39,22,45,46,38,6,0,0,0,0,0,0,0,0
31,7,9,42,46,23,15,45,0,0,0,1,0,1,0,0
21,10,25,37,43,18,17,47,1,0,0,0,0,1,0,0
46,20,9,5,26,10,45,28,0,0,0,1,1,0,0,0
39,41,29,18,2,34,3,25,0,0,0,1,0,0,1,0
3,35,10,17,4,44,41,1,1,0,0,0,0,1,0,0
35,34,32,13,32,18,39,45,0,0,0,0,0,1,0,0
7,36,41,35,38,28,40,41,0,0,0,0,0,0,0,0
48,37,27,35,7,20,3,22,0,0,0,0,0,0,1,0
44,36,11,31,25,25,31,38,1,0,1,0,0,0,0,0
7,14,49,8,30,48,38,12,0,0,0,0,0,0,0,0
40,48,13,33,9,3,9,50,0,0,0,0,0,1,0,0
11,22,42,18,40,32,12,32,1,0,1,1,0,0,0,0
27,8,33,35,33,46,4,8,0,0,0,0,0,0,0,0
5,39,17,39,3,34,31,38,1,0,0,0,1,0,0,0
39,33,40,1,7,33,2,3,0,0,0,0,0,0,0,1
25,30,45,37,17,27,28,11,0,0,0,0,0,0,0,1
41,37,2,44,2,1,5,19,0,0,0,1,0,0,1,0
27,48,50,14,31,45,27,17,0,0,0,0,0,0,0,0
1,45,40,9,9,32,27,10,0,0,0,0,0,0,0,0
25,35,29,23,38,12,39,17,0,0,0,1,0,0,0,0
45,44,32,34,16,9,36,15,0,1,0,0,0,0,0,0
30,17,20,32,42,26,4,46,0,0,0,0,1,1,0,0
44,29,8,17,27,24,25,33,1,0,0,0,0,0,0,0
17,46,43,19,32,21,3,48,0,0,0,0,0,1,1,0
17,42,13,4,10,49,34,11,0,1,0,0,0,0,0,1
15,16,16,32,26,24,29,6,0,0,0,0,1,0,0,0
30,13,40,36,9,29,16,45,0,0,0,0,0,0,0,0
13,50,46,37,41,14,45,28,0,0,0,0,0,0,0,0
20,7,4,44,37,27,7,42,0,0,0,1,0,0,0,1
4,44,6,31,24,5,11,3,0,1,0,0,0,1,1,1
4,47,37,34,2,5,43,19,0,0,0,0,0,1,0,0
13,15,45,40,36,39,2,43,0,0,0,0,0,0,0,0
46,13,13,11,37,13,7,25,0,0,0,1,0,0,0,0
16,38,15,14,23,30,37,26,0,0,0,0,1,0,0,1
5,2,12,40,11,9,27,12,1,0,0,0,1,0,0,0
39,45,44,49,12,32,6,20,0,0,1,0,0,0,0,0
19,40,12,43,20,25,49,37,0,0,0,0,0,0,0,0
24,22,47,48,38,28,3,34,0,0,0,0,0,0,1,0
30,7,14,50,47,19,4,27,0,0,0,0,0,0,0,0
5,18,46,32,45,20,22,28,1,1,0,0,0,0,0,0
46,47,18,36,30,36,1,25,0,0,1,0,0,0,0,0
3,39,21,50,44,35,26,13,1,0,1,0,1,0,1,0
20,4,20,38,15,19,43,18,0,0,0,0,0,0,0,1
30,4,28,8,40,12,31,21,0,0,0,0,0,0,0,1
48,38,46,29,40,28,1,44,0,0,0,0,0,0,0,1
11,50,12,32,11,5,3,7,1,0,0,0,1,1,1,0
26,1,49,40,47,22,31,42,1,0,0,0,0,0,0,1
13,11,37,10,32,48,48,25,0,1,0,0,0,0,0,0
42,20,12,40,4,16,50,47,1,0,0,0,0,0,0,0
22,41,22,9,50,17,44,40,0,0,0,0,0,0,1,0
20,39,4,20,10,39,16,10,0,0,0,0,0,0,0,0
11,37,6,41,35,32,19,26,1,0,0,0,0,0,0,1
35,41,27,4,29,9,16,9,0,0,0,0,0,0,0,0
13,28,36,5,26,37,47,30,0,0,0,1,1,0,0,0
32,8,9,26,39,4,19,11,0,0,0,1,0,0,0,1
41,32,50,20,29,7,37,22,0,0,0,0,0,0,0,0
33,41,3,36,26,12,1,19,0,0,1,0,1,0,0,0
40,22,2,8,20,40,13,38,0,0,0,0,0,0,0,0
30,6,32,45,3,26,44,45,0,0,0,0,1,1,1,0
16,25,13,37,34,49,37,14,0,0,0,0,0,0,0,0
31,20,38,49,31,17,40,1,0,0,0,0,0,0,0,0
48,3,21,38,21,3,17,33,0,1,1,0,1,1,0,0
9,25,44,45,6,3,30,43,0,0,1,0,0,1,0,0
5,32,20,45,38,20,23,30,1,0,0,0,0,0,1,0
49,40,19,21,44,45,42,30,0,0,0,1,1,0,1,0
20,23,43,5,35,17,32,30,0,1,0,1,0,0,0,0
43,4,39,8,30,1,33,42,0,0,0,0,0,0,0,1
9,41,23,44,22,15,32,46,0,0,1,1,0,0,0,0
35,22,33,13,6,32,28,35,0,0,0,0,0,0,0,0
6,28,5,17,12,45,18,35,0,0,1,0,0,0,1,0
18,15,24,10,20,23,38,14,1,0,0,0,0,1,0,0
38,45,13,33,6,41,26,10,0,0,0,0,0,0,1,0
24,31,26,34,21,5,42,29,0,0,1,0,1,1,1,0
50,27,45,29,13,18,38,49,0,0,0,0,0,1,0,0
48,10,28,9,20,30,34,44,0,0,0,0,0,0,0,1
37,37,5,41,47,2,1,24,0,0,1,0,0,0,0,0
30,6,2,32,44,39,18,8,0,0,0,0,1,0,1,0
39,43,4,23,5,14,37,17,0,0,0,1,1,0,0,0
43,31,16,10,45,3,29,6,0,0,0,0,0,1,0,0
7,18,3,43,31,48,42,39,0,1,1,0,0,0,1,0
49,29,15,39,28,10,28,17,0,0,0,0,0,0,0,0
49,46,30,2,45,46,35,23,0,0,0,0,0,0,0,1
22,48,17,25,6,10,43,3,0,0,0,0,0,0,0,1
6,21,29,16,25,1,49,16,0,1,0,0,0,0,0,0
23,50,45,29,18,41,8,32,1,0,0,0,1,0,0,0
5,35,46,42,20,41,31,41,1,0,0,1,0,0,0,0
13,21,4,19,11,28,43,48,0,1,0,0,1,0,0,0
13,25,30,32,46,11,6,1,0,0,0,0,0,1,0,0
44,41,13,19,4,23,24,24,1,0,0,0,0,1,0,0
35,25,30,33,11,19,33,6,0,0,0,0,1,0,0,0
24,12,12,29,18,14,48,20,0,0,0,0,1,0,0,0
31,45,36,19,35,11,37,5,0,0,0,0,0,1,0,1
49,14,11,39,27,16,34,45,0,0,1,0,0,0,0,0
46,6,49,15,36,23,16,12,0,0,0,0,0,1,0,0
18,25,9,34,19,33,23,23,1,0,0,0,0,0,1,1
4,30,29,13,5,37,39,4,0,0,0,0,1,0,0,0
44,5,32,34,2,10,33,13,1,1,0,0,0,0,0,0
26,42,40,26,30,34,39,44,1,1,0,1,0,0,0,1
15,6,26,25,3,22,24,38,0,0,1,0,1,0,0,0
31,11,16,11,23,23,8,1,0,1,0,1,1,1,0,0
37,25,16,21,33,32,23,44,0,0,0,1,0,0,1,1
38,42,29,4,15,16,17,44,0,1,0,0,0,0,0,1
9,22,9,28,44,41,13,19,0,0,0,0,1,0,0,0
47,29,43,32,46,43,33,26,0,0,0,0,0,0,0,1
32,15,25,9,48,2,44,4,0,0,0,0,0,0,1,0
28,20,36,28,50,19,38,18,0,0,0,0,0,0,0,1
19,21,31,8,6,49,32,8,0,1,0,0,0,0,0,0
1,12,7,41,50,48,27,7,0,0,0,0,0,0,0,0
33,14,1,31,46,39,36,46,0,0,0,0,0,0,0,0
21,20,29,1,10,2,44,50,1,0,0,0,0,0,1,0
46,49,32,15,5,37,40,2,0,0,0,0,1,0,0,0
7,40,31,50,40,9,2,13,0,0,0,0,0,0,0,0
2,28,25,14,21,33,36,27,0,0,0,0,1,0,0,0
44,11,10,42,22,38,21,36,1,1,0,1,0,0,1,0
6,35,3,35,10,35,7,40,0,0,1,0,0,0,0,0
39,30,47,11,39,2,31,28,0,0,0,1,0,0,0,0
35,47,33,2,48,4,35,37,0,0,0,0,0,0,0,0
28,10,14,1,45,30,8,10,0,0,0,0,0,0,0,0
2,23,19,10,32,3,16,43,0,1,0,0,0,1,0,0
23,37,22,13,49,42,18,5,1,0,0,0,0,1,1,1
19,22,27,40,27,39,41,4,0,0,0,0,0,0,0,0
32,7,28,32,38,19,12,26,0,0,0,0,0,0,0,1
26,6,19,22,31,14,31,11,1,0,0,0,0,0,0,1
1,48,30,4,38,49,1,43,0,0,0,0,0,0,0,0
35,26,14,21,22,42,27,19,0,1,0,1,0,1,0,0
16,7,47,7,37,37,27,42,0,0,0,0,0,0,0,1
19,40,47,46,15,15,28,17,0,0,0,0,0,0,0,0
50,22,7,33,3,25,25,24,0,0,0,0,1,0,0,0
9,45,23,50,24,14,37,31,0,0,1,0,0,0,0,0
13,25,31,21,7,38,43,21,0,0,0,1,0,0,0,1
8,46,23,27,14,7,36,37,0,0,1,0,0,0,0,0
